application_id,user_id,offer_month,offer_number,current_lender,current_balance,current_monthly_payment,current_remaining_term_months,current_total_left_to_pay,offer_apr,offer_term_months,offer_monthly_payment,offer_total_payable,monthly_saving,total_cost_saving
A017786,U105296,2026-03,3,,5867.65,329.59,23,7580.61,18.0,15,439.75,6596.21,-110.16,984.4
A017787,U106761,2026-03,2,,9962.43,284.72,52,14805.67,8.9,55,221.25,12168.5,63.48,2637.17
A017788,U103567,2026-03,3,,4361.86,302.23,17,5137.92,19.7,38,155.2,5897.52,147.03,-759.61
A017789,U103974,2026-03,3,,19497.99,1547.88,15,23218.18,21.2,12,1817.4,21808.84,-269.52,1409.34
A017790,U111363,2026-03,1,,9701.93,314.58,41,12897.72,14.5,63,220.87,13914.56,93.71,-1016.84
A017791,U105123,2026-03,3,,6213.92,202.99,45,9134.43,19.0,61,159.6,9735.87,43.38,-601.44
A017792,U110581,2026-03,1,,9793.59,440.08,28,12322.23,8.9,28,388.64,10881.81,51.44,1440.42
A017793,U107732,2026-03,2,,25120.53,1158.85,28,32447.85,9.3,32,889.4,28460.82,269.45,3987.03
A017794,U110037,2026-03,1,,9986.77,395.28,34,13439.4,19.4,60,261.27,15675.92,134.01,-2236.53
A017795,U112435,2026-03,1,,10090.76,303.45,59,17903.79,12.5,56,238.74,13369.44,64.71,4534.34
A017796,U104396,2026-03,3,,8024.83,910.6,10,9106.02,25.0,40,297.66,11906.32,612.94,-2800.3
A017797,U108649,2026-03,2,,9613.95,386.59,35,13530.73,20.9,58,264.66,15350.54,121.93,-1819.8
A017798,U110219,2026-03,1,,12377.73,427.82,39,16684.9,8.9,43,337.25,14501.66,90.57,2183.24
A017799,U111534,2026-03,1,,2997.76,335.92,10,3359.16,15.6,12,271.42,3257.06,64.49,102.1
A017800,U104949,2026-03,3,,6545.08,315.42,27,8516.37,18.3,21,366.59,7698.31,-51.17,818.06
A017801,U102386,2026-03,4,,6762.61,306.83,29,8898.12,13.5,35,234.82,8218.63,72.01,679.49
A017802,U109189,2026-03,2,,3909.24,376.5,12,4518.01,13.0,14,302.45,4234.28,74.05,283.73
A017803,U111086,2026-03,1,,10883.96,458.53,38,17423.96,25.0,32,469.41,15021.03,-10.88,2402.93
A017804,U110041,2026-03,1,Lender D,13514.31,501.55,36,18055.87,12.6,36,452.75,16299.04,48.8,1756.83
A017805,U112534,2026-03,1,,4887.15,391.82,15,5877.3,21.3,21,280.82,5897.2,111.0,-19.9
A017806,U104253,2026-03,3,,4153.36,371.03,13,4823.41,18.3,12,381.37,4576.48,-10.34,246.93
A017807,U110085,2026-03,1,,6047.45,352.14,22,7746.98,19.1,12,557.6,6691.21,-205.47,1055.77
A017808,U110655,2026-03,1,,15550.82,556.75,39,21713.33,19.3,51,449.19,22908.88,107.56,-1195.55
A017809,U111171,2026-03,1,,4392.4,357.52,14,5005.32,13.0,12,392.32,4707.81,-34.79,297.51
A017810,U110520,2026-03,1,,13097.2,620.09,28,17362.63,16.5,34,484.84,16484.58,135.25,878.05
A017811,U112825,2026-03,1,,2672.36,177.6,18,3196.79,9.0,13,216.52,2814.75,-38.92,382.04
A017812,U104963,2026-03,3,,4015.03,322.58,14,4516.07,12.5,18,245.78,4424.01,76.8,92.06
A017813,U101192,2026-03,4,,11786.3,537.55,27,14513.91,16.4,52,318.14,16543.38,219.41,-2029.47
A017814,U110234,2026-03,1,,7883.98,237.33,45,10679.78,8.9,48,195.82,9399.32,41.51,1280.46
A017815,U104850,2026-03,3,,4076.47,486.21,9,4375.92,15.3,35,145.11,5078.96,341.1,-703.04
A017816,U103213,2026-03,4,,6486.9,218.29,39,8513.24,8.9,43,176.74,7600.0,41.54,913.23
A017817,U110220,2026-03,1,,12148.77,385.06,58,22333.27,19.7,46,378.32,17402.77,6.74,4930.5
A017818,U112269,2026-03,1,Lender G,5358.89,158.5,55,8717.53,9.9,60,113.6,6815.83,44.9,1901.7
A017819,U111566,2026-03,1,,17160.42,1102.11,19,20940.04,20.0,39,601.93,23475.26,500.18,-2535.22
A017820,U108831,2026-03,2,,4853.78,387.95,15,5819.24,19.6,13,417.44,5426.7,-29.49,392.53
A017821,U110462,2026-03,1,,7712.5,494.19,19,9389.57,18.4,12,708.55,8502.61,-214.36,886.96
A017822,U102165,2026-03,4,,4638.92,371.69,15,5575.35,18.3,19,283.08,5378.43,88.61,196.91
A017823,U111232,2026-03,1,,16058.9,543.81,38,20664.86,8.9,41,455.69,18683.1,88.13,1981.76
A017824,U108056,2026-03,2,,9075.64,357.18,37,13215.55,19.8,30,385.99,11579.6,-28.81,1635.95
A017825,U105252,2026-03,3,,12120.26,476.07,40,19042.97,26.6,62,361.52,22413.97,114.56,-3371.0
A017826,U100541,2026-03,4,,9580.81,823.52,13,10705.74,11.4,17,612.98,10420.62,210.54,285.12
A017827,U104238,2026-03,3,,5204.5,535.57,11,5891.3,17.6,12,476.16,5713.9,59.42,177.41
A017828,U102042,2026-03,4,,10018.98,730.16,17,12412.76,25.7,12,955.65,11467.83,-225.49,944.93
A017829,U110246,2026-03,1,Lender E,7872.87,347.57,28,9731.98,9.0,33,270.2,8916.63,77.37,815.35
A017830,U108007,2026-03,2,,16295.85,425.69,53,22561.69,12.0,71,321.66,22837.79,104.03,-276.1
A017831,U108264,2026-03,2,,3552.28,487.89,8,3903.09,13.8,12,318.62,3823.38,169.27,79.71
A017832,U110814,2026-03,1,,13397.24,552.25,33,18224.41,8.9,35,436.02,15260.58,116.24,2963.83
A017833,U103879,2026-03,3,,2679.59,481.48,6,2888.85,21.5,12,250.15,3001.81,231.33,-112.95
A017834,U100611,2026-03,4,,2996.1,214.88,16,3438.07,16.0,42,93.63,3932.32,121.25,-494.25
A017835,U109792,2026-03,2,,7602.88,261.9,46,12047.53,20.4,38,273.25,10383.46,-11.35,1664.07
A017836,U101398,2026-03,4,Lender G,22769.16,799.69,38,30388.1,12.4,42,671.0,28181.96,128.69,2206.14
A017837,U110239,2026-03,1,,9319.03,651.14,17,11069.43,22.2,30,407.56,12226.84,243.58,-1157.4
A017838,U111152,2026-03,1,,12727.51,441.27,46,20298.59,18.8,32,508.77,16280.73,-67.5,4017.86
A017839,U112881,2026-03,1,,3099.82,212.26,18,3820.65,16.9,12,282.57,3390.85,-70.31,429.79
A017840,U111471,2026-03,1,Lender D,3243.05,443.34,8,3546.75,11.9,12,287.99,3455.87,155.35,90.88
A017841,U111662,2026-03,1,,5789.84,412.2,17,7007.44,12.0,12,514.42,6173.04,-102.22,834.4
A017842,U101686,2026-03,4,,4327.73,523.7,9,4713.27,11.9,12,384.31,4611.73,139.39,101.54
A017843,U103947,2026-03,3,,6691.83,405.31,20,8106.23,13.5,22,345.07,7591.45,60.25,514.78
A017844,U107303,2026-03,2,,4323.72,166.47,36,5992.91,14.3,20,244.25,4885.0,-77.78,1107.91
A017845,U108081,2026-03,2,,13303.69,612.46,32,19598.77,15.8,31,525.46,16289.14,87.01,3309.63
A017846,U107326,2026-03,2,,5530.91,425.36,15,6380.45,17.1,35,201.8,7062.87,223.57,-682.42
A017847,U111168,2026-03,1,,5049.48,243.99,28,6831.59,22.6,15,389.56,5843.34,-145.57,988.25
A017848,U105474,2026-03,3,,4302.57,206.62,25,5165.4,8.9,14,324.7,4545.73,-118.08,619.67
A017849,U112251,2026-03,1,,4975.97,456.91,12,5482.89,13.5,39,158.32,6174.64,298.58,-691.75
A017850,U108507,2026-03,2,,3148.56,493.21,7,3452.5,24.8,26,157.75,4101.53,335.46,-649.04
A017851,U109599,2026-03,2,,2963.11,106.35,35,3722.33,8.9,41,84.08,3447.31,22.27,275.02
A017852,U104874,2026-03,3,,10566.36,416.03,38,15809.27,12.7,43,307.15,13207.25,108.89,2602.02
A017853,U102850,2026-03,4,,16713.0,483.57,57,27563.39,15.4,58,410.34,23799.85,73.23,3763.53
A017854,U108738,2026-03,2,,7137.37,355.64,25,8891.04,17.6,48,208.17,9992.22,147.47,-1101.18
A017855,U110402,2026-03,1,,16153.13,702.55,32,22481.45,16.5,29,679.19,19696.48,23.36,2784.97
A017856,U111290,2026-03,1,,2769.99,205.5,15,3082.43,9.9,12,243.4,2920.77,-37.9,161.66
A017857,U111804,2026-03,1,,8024.1,629.55,15,9443.27,10.6,20,439.45,8789.05,190.1,654.23
A017858,U112965,2026-03,1,,12719.49,418.71,43,18004.37,8.9,44,339.87,14954.26,78.84,3050.1
A017859,U109682,2026-03,2,,1277.21,110.27,13,1433.52,17.1,31,51.26,1588.95,59.01,-155.43
A017860,U105218,2026-03,3,,12202.5,414.45,41,16992.43,9.1,40,354.81,14192.49,59.64,2799.93
A017861,U109463,2026-03,2,,2010.62,277.24,8,2217.89,15.2,12,181.66,2179.98,95.57,37.91
A017862,U111638,2026-03,1,Lender G,15561.09,570.55,38,21680.9,9.2,33,535.51,17671.75,35.04,4009.15
A017863,U106106,2026-03,3,,5694.7,241.25,33,7961.12,15.0,27,249.81,6744.82,-8.56,1216.3
A017864,U101420,2026-03,4,,4692.08,322.84,17,5488.31,18.3,44,147.17,6475.4,175.67,-987.1
A017865,U105730,2026-03,3,,9458.91,390.15,30,11704.47,12.3,42,278.29,11688.23,111.86,16.24
A017866,U103277,2026-03,4,,10191.25,412.82,34,14035.78,18.9,16,725.55,11608.85,-312.74,2426.93
A017867,U109727,2026-03,2,,7586.38,385.92,25,9648.04,16.6,22,402.33,8851.19,-16.41,796.85
A017868,U106479,2026-03,3,,3207.8,565.29,6,3391.73,9.4,12,281.12,3373.47,284.17,18.27
A017869,U112581,2026-03,1,,10887.3,515.39,27,13915.5,8.9,27,446.44,12053.94,68.95,1861.56
A017870,U110242,2026-03,1,,13667.74,564.11,33,18615.61,17.0,25,653.05,16326.23,-88.94,2289.38
A017871,U108091,2026-03,2,,7018.21,359.35,23,8265.0,8.9,21,362.14,7604.88,-2.79,660.13
A017872,U108830,2026-03,2,,4725.63,162.34,47,7629.95,21.4,36,179.01,6444.37,-16.67,1185.58
A017873,U105727,2026-03,3,,5908.94,228.47,37,8453.39,14.3,34,212.39,7221.27,16.08,1232.12
A017874,U101165,2026-03,4,,3945.14,174.03,31,5394.84,12.3,35,134.71,4714.99,39.31,679.86
A017875,U100207,2026-03,4,,13724.41,795.37,23,18293.46,23.9,12,1297.11,15565.32,-501.74,2728.13
A017876,U112391,2026-03,1,,7018.2,662.62,12,7951.44,22.0,32,291.86,9339.37,370.76,-1387.93
A017877,U102875,2026-03,4,,3302.08,510.54,7,3573.76,9.8,12,290.0,3479.98,220.54,93.79
A017878,U111933,2026-03,1,Lender A,9467.1,393.86,34,13391.4,15.7,34,346.74,11789.13,47.13,1602.27
A017879,U104662,2026-03,3,,6027.84,279.89,28,7837.01,12.1,23,294.96,6784.01,-15.06,1053.0
A017880,U103940,2026-03,3,,15936.03,769.71,31,23861.12,23.6,33,661.02,21813.61,108.69,2047.5
A017881,U109395,2026-03,2,,4495.13,209.38,31,6490.75,19.9,31,186.63,5785.5,22.75,705.25
A017882,U107890,2026-03,2,,10203.06,469.15,28,13136.17,11.2,32,370.3,11849.64,98.85,1286.52
A017883,U107028,2026-03,2,,4777.19,237.1,25,5927.42,15.8,13,402.23,5229.0,-165.13,698.42
A017884,U109757,2026-03,2,,6197.6,279.11,28,7814.95,15.0,19,368.48,7001.14,-89.38,813.81
A017885,U101247,2026-03,4,,3342.85,165.44,24,3970.53,8.9,26,141.84,3687.85,23.6,282.68
A017886,U110567,2026-03,1,Lender E,9785.1,1342.49,8,10739.89,17.6,12,895.24,10742.83,447.25,-2.94
A017887,U108090,2026-03,2,,4051.44,301.75,16,4827.97,24.6,38,154.52,5871.69,147.23,-1043.72
A017888,U108549,2026-03,2,,7785.14,219.0,55,12045.18,8.9,56,170.39,9541.87,48.61,2503.31
A017889,U109980,2026-03,1,,8945.2,290.95,41,11928.92,8.9,40,259.26,10370.47,31.69,1558.45
A017890,U102726,2026-03,4,,2247.67,308.15,8,2465.22,20.8,31,94.33,2924.33,213.82,-459.11
A017891,U103588,2026-03,3,,9879.14,409.97,34,13938.93,23.7,60,282.49,16949.1,127.48,-3010.17
A017892,U109262,2026-03,2,,4822.88,364.2,15,5463.06,11.9,12,428.28,5139.38,-64.08,323.67
A017893,U105981,2026-03,3,,8162.62,445.54,24,10693.01,12.5,22,417.08,9175.86,28.46,1517.14
A017894,U103549,2026-03,3,,2515.57,174.51,18,3141.1,26.0,35,103.28,3614.71,71.23,-473.61
A017895,U111707,2026-03,1,,3176.6,188.69,20,3773.83,9.3,20,172.07,3441.41,16.62,332.42
A017896,U103890,2026-03,3,,4607.51,208.82,29,6055.71,15.1,21,251.04,5271.82,-42.22,783.89
A017897,U108999,2026-03,2,,2767.62,334.37,9,3009.35,11.1,12,244.74,2936.83,89.64,72.53
A017898,U104576,2026-03,3,,9817.01,358.54,47,16851.49,16.9,44,300.85,13237.61,57.69,3613.88
A017899,U111052,2026-03,1,Lender C,7080.03,571.19,14,7996.7,12.5,14,546.11,7645.58,25.08,351.13
A017900,U109427,2026-03,2,,2712.15,330.3,9,2972.71,15.2,12,245.05,2940.6,85.25,32.11
A017901,U110356,2026-03,1,,6185.3,248.95,33,8215.5,13.6,24,295.81,7099.36,-46.85,1116.14
A017902,U104330,2026-03,3,,4065.34,713.77,6,4282.63,8.9,12,355.33,4263.98,358.44,18.66
A017903,U103727,2026-03,3,,6716.66,335.33,27,9053.84,21.7,16,487.2,7795.26,-151.88,1258.58
A017904,U108152,2026-03,2,,11101.6,425.04,40,17001.8,12.3,35,379.08,13267.96,45.96,3733.84
A017905,U105201,2026-03,3,,4564.65,260.09,22,5721.93,20.5,36,170.8,6148.94,89.28,-427.01
A017906,U109919,2026-03,1,,11905.27,370.5,47,17413.72,9.8,50,290.98,14548.77,79.53,2864.95
A017907,U107479,2026-03,2,,6806.1,308.87,28,8648.47,17.1,46,202.73,9325.46,106.15,-677.0
A017908,U111447,2026-03,1,,6143.75,256.43,33,8462.19,12.4,33,220.67,7282.06,35.76,1180.13
A017909,U111480,2026-03,1,,2857.39,393.99,8,3151.96,23.2,29,129.65,3759.71,264.35,-607.75
A017910,U112319,2026-03,1,,6328.82,303.2,28,8489.59,15.4,26,287.82,7483.44,15.37,1006.15
A017911,U111342,2026-03,1,,2505.13,104.72,35,3665.11,24.1,53,77.23,4093.41,27.48,-428.3
A017912,U111022,2026-03,1,,13424.61,406.66,49,19926.2,11.2,54,317.63,17151.84,89.03,2774.37
A017913,U103602,2026-03,3,,14984.1,1423.42,12,17081.09,20.6,29,660.27,19147.74,763.16,-2066.65
A017914,U106841,2026-03,2,Lender G,10000.19,347.13,40,13885.02,8.9,39,296.23,11552.88,50.9,2332.14
A017915,U112303,2026-03,1,,6082.59,684.26,10,6842.59,19.5,12,562.0,6744.04,122.26,98.55
A017916,U106025,2026-03,3,,6567.49,266.68,33,8800.43,8.9,32,231.31,7401.84,35.37,1398.59
A017917,U106980,2026-03,2,,9453.95,366.69,43,15767.51,19.4,43,306.77,13190.92,59.92,2576.6
A017918,U107127,2026-03,2,,6465.92,294.4,28,8243.25,8.9,34,215.86,7339.21,78.54,904.04
A017919,U107703,2026-03,2,,7165.86,571.34,15,8570.05,19.8,12,663.12,7957.44,-91.78,612.61
A017920,U111381,2026-03,1,,7436.08,440.27,20,8805.38,14.9,12,670.82,8049.8,-230.55,755.58
A017921,U106710,2026-03,2,,4446.19,230.76,27,6230.56,22.0,31,189.3,5868.25,41.46,362.31
A017922,U109254,2026-03,2,Lender H,22748.01,756.8,59,44651.45,16.6,55,593.42,32638.3,163.38,12013.15
A017923,U103306,2026-03,3,,7268.0,341.77,26,8886.04,8.9,23,344.89,7932.37,-3.11,953.67
A017924,U106791,2026-03,2,,5655.43,381.52,17,6485.86,12.0,12,502.48,6029.74,-120.96,456.13
A017925,U102624,2026-03,4,,8604.02,376.92,35,13192.12,26.6,48,293.02,14064.78,83.9,-872.67
A017926,U103458,2026-03,3,,15255.56,750.68,27,20268.46,21.6,57,430.22,24522.61,320.46,-4254.16
A017927,U109760,2026-03,2,,13182.15,436.83,41,17910.03,16.1,57,332.33,18943.04,104.5,-1033.01
A017928,U100271,2026-03,4,,6416.21,310.87,26,8082.55,17.5,52,176.89,9198.1,133.98,-1115.55
A017929,U105087,2026-03,3,,7310.89,244.33,45,10994.92,10.0,40,215.68,8627.08,28.65,2367.84
A017930,U111821,2026-03,1,,6432.67,336.5,23,7739.47,11.2,12,569.13,6829.57,-232.63,909.9
A017931,U108480,2026-03,2,,2622.08,361.03,8,2888.25,22.1,30,114.54,3436.27,246.49,-548.01
A017932,U101596,2026-03,4,,11509.42,506.43,33,16712.06,24.6,57,344.21,19619.69,162.22,-2907.63
A017933,U111399,2026-03,1,,8097.65,390.37,29,11320.62,23.8,42,285.92,12008.85,104.44,-688.23
A017934,U107013,2026-03,2,,6115.63,687.68,10,6876.78,21.3,30,264.69,7940.62,422.99,-1063.84
A017935,U105128,2026-03,3,,4004.55,385.09,12,4621.11,19.5,12,370.0,4440.02,15.09,181.09
A017936,U110374,2026-03,1,,11090.88,862.27,16,13796.37,28.2,12,1071.42,12857.06,-209.15,939.31
A017937,U111484,2026-03,1,,5560.54,295.75,23,6802.34,16.1,39,184.05,7178.0,111.7,-375.66
A017938,U102326,2026-03,4,,4014.83,556.76,8,4454.07,18.4,12,368.84,4426.13,187.91,27.94
A017939,U101759,2026-03,4,,6860.59,291.75,31,9044.1,16.0,13,578.3,7517.87,-286.55,1526.23
A017940,U100645,2026-03,4,,10813.43,458.45,34,15587.37,20.9,20,644.94,12898.85,-186.49,2688.52
A017941,U109265,2026-03,2,,7000.1,258.6,37,9568.26,16.4,62,168.14,10424.69,90.46,-856.43
A017942,U108497,2026-03,2,,4830.66,658.49,8,5267.88,12.7,12,430.78,5169.38,227.7,98.5
A017943,U104534,2026-03,3,,9766.64,317.72,51,16203.88,23.9,67,265.3,17774.9,52.43,-1571.01
A017944,U108131,2026-03,2,,6645.78,263.21,41,10791.65,21.3,47,209.67,9854.48,53.54,937.17
A017945,U109183,2026-03,2,,20825.65,633.25,46,29129.45,16.2,63,492.93,31054.38,140.32,-1924.93
A017946,U110450,2026-03,1,,16767.34,999.24,20,19984.74,18.1,47,500.6,23528.09,498.64,-3543.36
A017947,U112413,2026-03,1,,15817.28,902.03,22,19844.76,10.1,20,862.61,17252.21,39.42,2592.54
A017948,U109604,2026-03,2,,2638.18,114.53,34,3894.03,24.6,17,185.37,3151.21,-70.83,742.82
A017949,U111909,2026-03,1,Lender B,11321.66,436.49,36,15713.64,8.9,40,328.14,13125.58,108.35,2588.06
A017950,U112217,2026-03,1,,27234.99,838.1,52,43581.0,8.9,50,653.92,32695.94,184.18,10885.06
A017951,U109220,2026-03,2,,13518.83,573.87,34,19511.59,22.6,47,436.01,20492.41,137.86,-980.83
A017952,U111021,2026-03,1,,4462.28,252.71,20,5054.14,10.1,44,121.77,5357.97,130.94,-303.82
A017953,U107006,2026-03,2,,6185.59,545.66,13,7093.62,20.4,34,241.04,8195.49,304.62,-1101.87
A017954,U105316,2026-03,3,,6776.06,400.54,20,8010.74,11.1,13,555.61,7222.89,-155.07,787.85
A017955,U110681,2026-03,1,,15051.93,389.42,63,24533.37,13.0,49,397.52,19478.27,-8.1,5055.1
A017956,U111071,2026-03,1,,11690.92,389.88,39,15205.5,9.9,31,428.95,13297.45,-39.07,1908.06
A017957,U104339,2026-03,3,,2113.5,258.11,9,2323.02,19.5,29,91.98,2667.28,166.14,-344.26
A017958,U103129,2026-03,4,,5174.39,517.25,11,5689.72,9.9,12,454.67,5456.05,62.58,233.67
A017959,U110942,2026-03,1,,3891.79,536.05,8,4288.39,17.0,12,354.95,4259.4,181.1,28.99
A017960,U112934,2026-03,1,,4347.93,333.34,15,5000.07,13.4,19,255.24,4849.62,78.09,150.45
A017961,U109739,2026-03,2,,22333.89,1097.66,26,28539.04,15.2,12,2017.93,24215.13,-920.27,4323.9
A017962,U110425,2026-03,1,,15164.52,551.11,40,22044.59,19.2,63,383.83,24181.54,167.28,-2136.95
A017963,U105684,2026-03,3,,9889.34,642.84,18,11571.21,8.9,19,559.95,10639.05,82.89,932.15
A017964,U111601,2026-03,1,,19174.73,606.43,53,32140.79,20.8,79,447.49,35351.81,158.94,-3211.02
A017965,U105988,2026-03,3,,5492.75,352.22,19,6692.27,17.0,18,347.86,6261.42,4.37,430.86
A017966,U102707,2026-03,4,,2512.43,399.22,7,2794.52,24.4,12,238.06,2856.73,161.16,-62.21
A017967,U101361,2026-03,4,,10650.58,831.47,15,12472.08,15.3,12,962.81,11553.74,-131.34,918.35
A017968,U112227,2026-03,1,,6195.49,217.64,40,8705.59,16.5,57,157.5,8977.69,60.14,-272.1
A017969,U100927,2026-03,4,,8388.3,286.35,42,12026.66,20.1,55,234.59,12902.55,51.76,-875.89
A017970,U102709,2026-03,4,,7135.14,455.44,19,8653.39,19.7,39,249.18,9717.83,206.27,-1064.44
A017971,U108012,2026-03,2,,9485.33,920.5,12,11046.04,24.4,12,898.77,10785.19,21.74,260.85
A017972,U112430,2026-03,1,,6649.28,275.24,34,9358.05,20.4,21,379.16,7962.42,-103.93,1395.63
A017973,U100081,2026-03,4,,11892.09,564.86,28,15815.98,17.4,12,1086.87,13042.48,-522.02,2773.49
A017974,U107542,2026-03,2,,1455.97,182.3,9,1640.72,20.6,12,135.29,1623.5,47.01,17.23
A017975,U112093,2026-03,1,,15334.66,930.46,21,19539.62,21.5,13,1332.78,17326.13,-402.32,2213.5
A017976,U111178,2026-03,1,,7665.59,293.56,37,10861.82,13.0,41,232.55,9534.38,61.02,1327.44
A017977,U101326,2026-03,4,,7153.89,878.55,9,7906.99,15.4,12,647.05,7764.59,231.51,142.4
A017978,U106177,2026-03,3,,3772.23,386.9,11,4255.92,15.7,12,341.72,4100.67,45.18,155.25
A017979,U100871,2026-03,4,,9267.78,353.21,34,12009.14,12.9,28,385.06,10781.8,-31.85,1227.34
A017980,U103561,2026-03,3,Lender C,11819.61,560.77,25,14019.18,8.9,31,428.19,13273.97,132.57,745.2
A017981,U111716,2026-03,1,,12529.25,515.82,31,15990.29,8.9,25,550.92,13772.97,-35.1,2217.32
A017982,U103104,2026-03,4,,12566.54,1080.16,13,14042.04,9.8,15,893.54,13403.13,186.61,638.9
A017983,U107695,2026-03,2,,8662.08,654.54,15,9818.05,17.1,30,356.86,10705.77,297.68,-887.72
A017984,U104743,2026-03,3,,6883.79,223.07,39,8699.89,8.9,24,314.17,7540.04,-91.09,1159.84
A017985,U104304,2026-03,3,,6164.81,298.73,25,7468.27,9.4,23,293.95,6760.87,4.78,707.41
A017986,U109171,2026-03,2,,5796.34,208.51,41,8548.71,11.8,36,191.97,6910.85,16.54,1637.86
A017987,U102363,2026-03,4,,6317.5,630.31,11,6933.37,13.0,12,564.26,6771.14,66.04,162.23
A017988,U105357,2026-03,3,,11717.88,308.47,63,19433.47,16.7,75,252.7,18952.51,55.77,480.96
A017989,U103993,2026-03,3,,13602.36,607.33,32,19434.7,18.5,26,638.97,16613.34,-31.64,2821.36
A017990,U102309,2026-03,4,,6220.03,420.2,17,7143.47,17.2,43,194.78,8375.59,225.42,-1232.13
A017991,U106798,2026-03,2,,4325.69,224.84,24,5396.07,13.1,17,280.18,4762.99,-55.34,633.08
A017992,U108539,2026-03,2,,4462.2,319.44,17,5430.51,13.9,13,371.72,4832.34,-52.28,598.17
A017993,U111118,2026-03,1,,11231.38,372.67,43,16024.85,8.9,38,340.25,12929.64,32.42,3095.22
A017994,U103882,2026-03,3,,6747.36,227.14,42,9539.76,11.1,44,187.37,8244.07,39.77,1295.69
A017995,U110939,2026-03,1,,10942.27,409.64,41,16795.14,19.7,37,396.94,14686.8,12.7,2108.33
A017996,U100617,2026-03,4,,10487.51,921.1,13,11974.29,21.5,39,376.02,14664.85,545.08,-2690.56
A017997,U108046,2026-03,2,,9556.14,296.58,46,13642.58,13.9,30,378.91,11367.18,-82.33,2275.4
A017998,U102831,2026-03,4,,2568.32,546.34,5,2731.71,13.9,12,230.48,2765.78,315.86,-34.07
A017999,U100422,2026-03,4,,7754.92,711.43,13,9248.6,17.3,14,615.67,8619.4,95.76,629.2
A018000,U106983,2026-03,2,,6417.87,973.3,7,6813.08,10.0,12,564.23,6770.79,409.06,42.29
A018001,U106056,2026-03,3,,7833.67,242.38,52,12603.71,22.4,73,197.4,14409.92,44.98,-1806.21
A018002,U108004,2026-03,2,,12328.94,864.46,17,14695.78,19.9,39,431.82,16841.09,432.63,-2145.31
A018003,U109662,2026-03,2,,8073.71,775.61,12,9307.33,23.9,27,389.5,10516.41,386.11,-1209.08
A018004,U106094,2026-03,3,,4178.8,311.59,15,4673.87,13.0,45,117.82,5301.97,193.77,-628.1
A018005,U111373,2026-03,1,,16448.71,644.59,43,27717.39,24.3,43,576.57,24792.44,68.02,2924.95
A018006,U112255,2026-03,1,,6294.11,291.08,27,7859.2,15.7,13,529.66,6885.53,-238.57,973.68
A018007,U105310,2026-03,3,,8005.0,840.19,11,9242.12,16.1,12,726.68,8720.15,113.51,521.97
A018008,U104157,2026-03,3,,8768.4,319.48,35,11181.86,10.3,33,306.25,10106.1,13.24,1075.76
A018009,U111131,2026-03,1,,8503.7,689.76,15,10346.46,16.2,20,488.01,9760.22,201.75,586.24
A018010,U112879,2026-03,1,,7601.21,342.12,30,10263.65,13.1,24,361.73,8681.57,-19.61,1582.07
A018011,U102538,2026-03,4,,5230.96,591.78,10,5917.79,23.3,39,192.5,7507.44,399.28,-1589.65
A018012,U110294,2026-03,1,,10305.65,393.04,37,14542.59,18.0,23,533.12,12261.74,-140.08,2280.86
A018013,U111554,2026-03,1,,10466.77,400.29,37,14810.62,9.5,36,335.28,12070.14,65.01,2740.48
A018014,U104733,2026-03,3,,6783.89,582.46,13,7572.0,11.7,17,434.98,7394.58,147.49,177.43
A018015,U109004,2026-03,2,,7297.09,211.58,53,11213.85,8.9,59,153.16,9036.3,58.42,2177.55
A018016,U100542,2026-03,4,,6807.14,284.78,30,8543.55,10.7,14,519.37,7271.12,-234.58,1272.43
A018017,U112220,2026-03,1,,2356.94,241.74,11,2659.16,12.7,12,210.18,2522.21,31.56,136.95
A018018,U101135,2026-03,4,,16431.88,542.95,45,24432.57,21.1,74,398.69,29503.09,144.26,-5070.52
A018019,U105999,2026-03,3,,7910.04,229.36,56,12844.08,15.2,56,198.08,11092.34,31.28,1751.74
A018020,U100014,2026-03,4,,4957.78,472.41,12,5668.94,23.3,35,196.51,6877.94,275.9,-1208.99
A018021,U110540,2026-03,1,Lender C,2683.64,298.37,10,2983.69,11.0,12,237.18,2846.21,61.19,137.48
A018022,U100122,2026-03,4,,7552.18,321.43,36,11571.47,21.8,24,391.05,9385.14,-69.62,2186.33
A018023,U107100,2026-03,2,,8047.58,264.93,40,10597.32,15.9,63,189.18,11918.64,75.75,-1321.32
A018024,U110174,2026-03,1,,9496.03,439.73,32,14071.28,26.2,52,307.28,15978.36,132.45,-1907.08
A018025,U107774,2026-03,2,,11174.6,405.22,44,17829.49,19.6,40,382.69,15307.52,22.53,2521.97
A018026,U106589,2026-03,3,,4649.38,512.87,10,5128.71,14.1,12,417.67,5012.08,95.2,116.64
A018027,U110954,2026-03,1,Lender B,1292.52,178.35,8,1426.79,15.1,14,101.27,1417.81,77.08,8.98
